Brand,Type,Gender,Size,Number_Sold,Price(USD),review_title,review_text,review_rating
Vans,Skate,Men,US 8,206,70,Lumpy under ball of foot and toe area too pointy,"Why are athletic shoe companies putting these weird things under the soul? Is it supposed to be a gel pad or what? Instead of making the shoe more comfortable, it makes the shoe less comfortable. Please, just give us a nice smooth insole. . Donâ€™t put these gel pads in there because they donâ€™t work and we can feel them so it defeats the purpose.  If itâ€™s not a gel pad I donâ€™t know what it is. But itâ€™s a horizontal lump going from left to right under the ball of the foot area. Also I donâ€™t like the toe area, too pointy, prefer more rounded.",1
New Balance,Lifestyle,Women,US 6.5,954,100,"Fit as expected,  love them",I was worried b/c multiple reviews said these run large and order down a size but I wear a 5 which is the smallest size. They fit fine though and feel nice,5
Asics,Running,Men,US 11.5,860,120,Love these sneakers!!,These are exactly as described. Reebok is the best!! I ordered an 8.5 and they fit perfectly,5
Fila,Fashion,Women,US 8,102,75,DON'T DO IT!!!!! It's  a knock off!,"This shoe is a knock off!!! The printed logo ""Reebok"" is supposed to be in the white part of the back area above ankle as seen in picture #1 above. Notice pic #2 doesn't have it. For $65 it's a rip-off",2
Skechers,Running,Women,US 7.5,116,90,"Great Fit, Comfortable, Stylish","I wasn't sure if I would like these shoes because I couldn't find many written reviews. I've searched the internet for a nice comfy white sneaker to go with every outfit. I didn't want to spend a ton, definitely not over $100. I found these and prayed they would fit right, and not hurt my feet, and also look good. They are super cute, and fit very well. I've always been in between a 9 and 9 1/2, I never really know what size to get. I went for a 9 and they fit wonderfully. They are very comfortable , and I'm excited to wear them with every outfit and not ruin my feet!",5
Nike,Running,Men,US 9.5,198,120,Great buy!,"These shoes are very light weight, softly cushioned and very comfortable for all day wear! I got a half size bigger just because but I think itâ€™s okay to order true to size! Got a pair for my friend also, bought true to size and they fit her great! Easy to clean also, I just use a wet wipe after I get home for any marks or smudges.",5
Adidas,Casual,Women,US 8.5,49,85,Comodissime,"Taglia corrisponde, ho usate per una gita in citta' e devo dire che sono comode.",5
Reebok,Casual,Men,US 10,557,65,Top Schuh,Ein sehr schicker und bequemer Schuh. GrÃ¶ÃŸe passt perfekt.,5
Converse,Casual,Men,US 9.5,63,65,Bequem und schÃ¶n,SchÃ¶n und bequem,5
Puma,Lifestyle,Women,US 7.5,2,110,"Federleicht, schick aber etwas festerer Stoff/Material","Feder leicht und sehen einfach schick aus. Die Schuhe kann man mit allem kombinieren. Ich finde das Material etwas fester, es kÃ¶nnten unschÃ¶ne Druckstellen/Blasen am FuÃŸ oben entstehen. Und da der Schuh einen LackÃ¼berzug hat, kÃ¶nnte ggf. und schÃ¶ne Falten/Knickstellen entstehen. noch habe ich die Schuhe nicht ausgefÃ¼hrt und kann dazu nichts sagen, ist nur eine Vermutung. Da ich die Schuhe fÃ¼r ca. 32â‚¬ im Angebot gekauft habe, die schick aussehen, beim Probelauf zu Hause mega bequem und federleicht sind, hab ich die trotzdem behalten. Gebe jedoch auf Grund der oben aufgefÃ¼hrten Punkte insg. 4 Sterne. Ich hoffe ich war hilfreichNachtrag: nun hatte ich die Schuhe einen Tag lang an und habe wie befÃ¼rchtet Blasen bekommen. Deshalb nur noch 2 Sterne von ursprÃ¼nglich 4 Sterne. 1 Stern fÃ¼r das geringe Gewicht (federleicht) und 1 Stern fÃ¼r das Aussehen (sehen einfach super schÃ¶n aus und die Farbe ist mega), jedoch bringt das alles nix wenn die Schuhe hinterher Blasen bescheren. Also keine Kaufempfehlung.",2
Vans,Skate,Men,US 9,"2,242",50,Federleicht und Passgenau,"Ein toller Schuh, leicht, passgenau, sehr bequem - und auch optisch sehr ansprechend. ich trage den Schuh nun ein paar Tage und bin sehr zufrieden mit dem Kauf.",5
New Balance,Running,Women,US 9,240,130,Bequem und schÃ¶n,"Sehr auffÃ¤llig, chic mit dem Bugatti - Schriftzug",3
Asics,Running,Men,US 9,"16,662",160,Perfekt,Wie nach MaÃŸ. Laufen sich super und leicht.,5
Fila,Fashion,Women,US 7.5,135,75,Awesome!,Incredibly light weight and comfortable!!Nice quality and design!,5
Skechers,Walking,Men,US 11,240,65,Passt wie erwartet,Ich besitze schon einige Schuhe von Bugatti und bin wie immer sehr zufrieden!,5
Nike,Running,Women,US 8,455,170,Begeistert,Mein Wunsch erfÃ¼llt,5
Adidas,Lifestyle,Women,US 8.5,84,220,Tolle SchÃ¼he,Die Sneakers sind sehr schÃ¶n und tolle Innensohle. Empfehlenswert ðŸ‘,5
Reebok,Training,Men,US 9.5,"1,795",130,"It is italian size, perfect","Very comfortable, recommended",5
Converse,Casual,Women,US 7,309,85,FÃ¤llt etwas groÃŸ aus.,"Ich habe Gr. 37,5 und bestelle immer Gr. 38. Diese Schuhe passen mir in Gr. 37, sind wunderschÃ¶n und bequem. WÃ¼rde mir am liebsten noch mehr Farben bestellen ;DNachtrag: Meine Kollegin und ich haben noch mal zugeschlagen. Sie hat einen breiteren FuÃŸ (Gr. 37) und hat daher die Gr. 38 genommen. WunderschÃ¶ne Farben und sehr gute Verarbeitung.",5
Puma,Lifestyle,Men,US 10,"2,144",80,Toller bequemer Schuh,"Ganz tolle und bequeme Stiefelchen mit beidseitigen ReiÃŸverschluss, das erleichtert das HinschlÃ¼pfen sehr.",5
Vans,Skate,Women,US 9,12,70,Alles super. ðŸ‘,"Ein wunderschÃ¶ner Sommer Schuh. Sieht original noch besser aus, als auf den Bildern. Bin sehr zufrieden. ðŸ‘",5
New Balance,Running,Men,US 8.5,421,130,SchÃ¶ner Sneaker,SchÃ¶ner bequemer Schuh ich trage GrÃ¶ÃŸe 37 und hab viel Platz. Einziger Kritikpunkt der Schaft ist etwas weit .,4
Asics,Running,Women,US 7.5,7,120,Passgenau und pÃ¼nktlich,Artikel gefÃ¤llt mir gut. Genauso wie in der Beschreibung.  PÃ¼nktlich Lieferung,5
Fila,Fashion,Men,US 11,245,65,Super,Sehr schÃ¶n!,5
Skechers,Running,Women,US 6.5,60,90,Very Light Shoes,"Awsome, comfortable light shoes.",5
Nike,Running,Men,US 12,173,120,"Nice shoe, but material feels rather cheap.","Wanted to buy this product for both casual and slightly smart casual wear, but the material isn't really good for smart casual wear, so it sort of defeated my purpose for buying it. The Men's Street Encounter series are much better, and the material used also more formal and suitable for smart casual wear. Shoes are overall quite light and easy to wear, but it simply didn't fit my purposes. Would recommend for casual wear though!",4
Adidas,Casual,Women,US 7.5,112,80,"Cute, wish they fit, but too small. Must be made for narrow feet","Too too small. I have wide feet, but I even had my daughter and granddaughter try them who wear a size 8, they both said they fit like a 6.",1
Reebok,Casual,Men,US 10.5,"1,490",65,Great shoes,"Light and comfortable, love them.",5
Converse,Casual,Women,US 8,"6,159",65,Perfette,"Le ho prese per la mia bimba di 11 mesi che giÃ  cammina, le stanno perfette. Molto flessibili, comode da indossare. Anche per il grande ho preso delle Puma, le ritengo le migliori, soprattutto in qualitÃ /prezzo",5
Puma,Lifestyle,Men,US 8.5,"7,712",65,Comode e belle,QualitÃ /prezzo. Sono carine e corrispondono al proprio numero.,5
Vans,Skate,Women,US 6,"4,583",50,Identique Ã  la photo,J adore.. tout Ã  fait ce que je voulais pour la rentrÃ©e de ma fille.. je recommande vivement ces chaussures!!,5
New Balance,Trail,Men,US 10,706,135,belle e utili,"I lacci sono elastici e tendono ad allentarsi ma mi sembra una buona scarpa, che sostiene la caviglia, adatta anche a chi ha bisogno di inserire i plantari",4
Fila,Fashion,Men,US 12,"1,060",65,"El zapato se rompiÃ³ despuÃ©s de un par de dÃ­as de uso, no lo recomiendo",El zapato se rompiÃ³ muy pronto tiene un par de dÃ­as de uso por lo que no recomiendo comprar este producto,1
Nike,Casual,Men,US 9,"2,076",90,100% Recomendado,Producto sobrepaso las expectativas.. 100% recomendado,5
Adidas,Lifestyle,Women,US 8,382,140,High quality nice shoes for kids,"These are a little fancier than I would send my kid to school in.They are more like a fancy occasion, Sunday church, holiday, or just an â€œI canâ€™t find my sneakersâ€ day (it happens).I was anxious about the â€œslip onâ€ as sometimes this style is actually harder to get on kidâ€™s limp feet as they donâ€™t tend to push their foot in to help you out at all when trying to get the shoes on. I was surprised that my kid could actually get these on all by himself and without any socks to ease the way to boot. Iâ€™m pleased that the elastic panels built in actually stretch enough so the kids can get their foot in.The quality of these is really good. They look and feel like a high quality menâ€™s shoe, just in a mini me, kidâ€™s size. This is a great shoe to match Dad in.My kid was so excited about his new shoes he ran errands around town in them the day he got them.Canâ€™t wait for him to wear these to picture day, etc.Overall Iâ€™d recommend them.",5
Reebok,Crossfit,Men,US 10.5,216,130,These are very flexible - You can dress your child up or down with these.,"Pros:1. They work well for almost any occasion.2. Comfortable, my son has no complaints and gives them a big thumbs up3. They look very nice in person, very happy with the style.Cons:1. They are showing very slight signs of wear after a month but to be fair my child is very active.2. The materials used for these shoes arenâ€™t bad but also not high grade either.Overall these are a great pair of shoes. There is a little room for improvement but overall Iâ€™m happy with them and i would definitely get them again.",4
Converse,Casual,Men,US 8.5,"38,839",70,functional and easy to put on!,"I love that these have the utility of a sneaker but can slip on easily without my child needing to tie the shoes or mess with velcro straps!  Very well made, durable child shoe.  My child feels comfortable in them and has never complained about wearing them (he would be barefoot all the time if that were an option). They dry faster than most of his other shoes---which is helpful because he refuses to put on a wet shoe-and I don't blame him!.  Worth the extra expense for its functionality and ease of putting on.",5
Puma,Running,Women,US 7,392,80,Nice casual shoe,"My 6 year old likes these.  They're comfortable and easy to slip on, they have good stretch to fit over his foot. They're lightweight, too.They appear to be a well-made and attractive shoe.  No loose threads or wonky stitching.  They're cute for summer with a pair of shorts, but they would dress up nicely with a pair of khakis.I'm very happy with these, I would definitely recommend.",5
Vans,Skate,Men,US 10.5,843,70,Comfortable for outdoor activities,"I like these shoes a lot. I got them for my son he needs a little more growing to do though i like to get them big so he can used them as much as possible. They are very soft on the inside, lots of cushion for the back of the heal. I can tell they are well made with hight quality materials and are flexible, slip resistance for outdoor activities all day long.",5
New Balance,Running,Women,US 9,"4,992",130,Nice quality kid shoe,"Genuine leather is always a plus for any kind of shoes, they're so much more durable. These are of a high enough quality that we will easily be able to pass them on to our youngest when our older son is done with them. Easy to slip on and off, and the elastic at the shoe's opening helps with wider feet. Looks great with jeans and little boy khaki pants.",4
Asics,Running,Men,US 9.5,240,150,great comfortable casual shoe,"I like the look of these shoes, and they seem to be high quality. I think they're a great casual look -  nicer than sneakers without being too formal or grown-up. My son says they're one of the most comfortable pairs he's ever owned. Both of us enjoy the ease of them being slip-on.",5
Fila,Fashion,Women,US 8.5,277,80,He Loves Them,"My 7-year-old loves these shoes. They are casual enough for everyday wear, but also nice enough when he needs to dress up a bit. They fit and feel like sneakers, but look like loafers. Great shoes for an active little guy.",5
Skechers,Walking,Men,US 11,350,65,Schuhe waren verfÃ¤rbt !,Schuhe wurden schnell geliefert. Leider waren rote EinfÃ¤rbungen auf dem Stoff.Daher habe ich die Schuhe gleich wieder zurÃ¼ckgeschickt.,1
Nike,Running,Women,US 8.5,682,160,Perfect Every Day Sandal,"Everyone has Birkenstocks and I wanted something a little different, and I love Sorel shoes, so I gave these a try.  They are super comfortable and cute, though I have wide feet and this style is not flattering to my specific feet.  But I don't care.  We are living through a pandemic and I want comfort.  And I can see beyond the ugliness of my feet to appreciate the beauty of these shoes.  Highly recommend!  Fit true to size.",5
Adidas,Running,Men,US 8.5,"3,532",180,Produkt is too large!!!The size indicated on the package 44.5 will suit you if your foot size is 46,Great shoes! The quality is high! But Produkt is too large!!!The size indicated on the package 44.5 (31 cm) will suit you if your foot size is 46.,5
Reebok,Casual,Women,US 7.5,"1,072",90,"Great support, slippery soles though","Didnâ€™t like them as much at first. Gave me bad blisters, kind of slid off, almost returned them. But now I wear them all of the time! Great support.",4
Converse,Casual,Men,US 7,658,85,Good sturdy sandals,I bought these as a gift and the person I got them for loves them. She says they fit perfectly according to her size and are sturdy. Of course they're sturdy; they're Sorels!,5
Puma,Lifestyle,Women,US 6,112,90,very nice!!!!!,Size up 1/2 size. 9 fits just like 8 1/2. Very cute and comfy. Leather will stretch a bit. Very happy with this Sorel purchase!,5
Vans,Skate,Men,US 9.5,812,50,Super comfortable,"Comfortable, TTS, good quality.",5
New Balance,Running,Women,US 10,317,130,Just as ordered,"Attractive, good sale price and comfy",5
Asics,Running,Men,US 9.5,307,160,Per ben due volte taglia errata,"Per ben due volte ho dovuto restituire l'articolo. Ordinato il n. 42, ma Ã¨ arrivato il 41. Per la prima restituzione col cambio articolo ho parlato anche con un'operatrice amazon per essere sicuro mi venisse sostituito con la taglia giusta, ma nulla da fare,  la sostituzione Ã¨ stata fatta sempre con taglia errata.",1
Fila,Fashion,Women,US 7.5,"3,448",70,Hard staying on your foot.,The sandal did not grip my foot. I had a difficult time walking in them. Had to return.,1
Skechers,Training,Men,US 8,"5,690",55,Talla pequeÃ±o,"Muy buena pinta, suela blandita, pero demasiado pequeÃ±o. Talo 41, comprÃ© 41 y es pequeÃ±o, lo devuelvo.",4
